Store Code	Date	Retail Week	Transaction ID	Agent Code	Customer Code	Line Item ID	Line Item Description	Quantity	Line Item Price	Line barcode	Line creation date
AJ027	12/07/2020	28	179080	AO	AG0228253	CALL10	Lala Call & Collect	1	0.00	3150000019497	12/07/2020 11:02:22 AM
AJ027	12/07/2020	28	179082	AO	CE0509484	LA760025640	ABS EXT ELIXIR J5ML SAM	1	0.00	3794985277872	12/07/2020 01:21:04 PM
AJ027	12/07/2020	28	179082	AO	CE0509484	LA760057843	PC ROSE ESSENCE F150ML	1	187.00	3794985585357	12/07/2020 01:18:37 PM
AJ027	12/07/2020	28	179082	AO	CE0509484	LA760038731	PC SOFT CREAM REFILL J60ML /NF	1	365.00	3794985651245	12/07/2020 01:18:33 PM
AJ027	12/07/2020	28	179082	AO	CE0509484	LA760016554	MANUFIQUE SERUM T5ML RENO ECH	1	87.00	3794986254826	12/07/2020 01:20:57 PM
AJ027	12/07/2020	28	179082	AO	CE0509484	LA760070413	BLISS SET S1 20	1	50.00	3794986682884	12/07/2020 01:18:41 PM
AJ027	12/07/2020	28	179082	AO	CE0509484	CALL10	Lala Call & Collect	1	0.00	3150000019497	12/07/2020 01:25:08 PM
AJ019	12/07/2020	28	185625	LK	AD0426930	LA760025640	ABS EXT ELIXIR J5ML SAM	1	0.00	3794985277872	12/07/2020 03:58:28 PM
AJ019	12/07/2020	28	185625	LK	AD0426930	LA760011262	ABS EXT ELIXIR RECH P50ML	1	560.00	3794985425969	12/07/2020 03:56:39 PM
AJ019	12/07/2020	28	185625	LK	AD0426930	LA760067974	MADEMOISELLE SHINE 232 /NF	1	55.00	3794985937714	12/07/2020 03:57:28 PM
AJ019	12/07/2020	28	185625	LK	AD0426930	LA760015289	GEN ABS POUDRE ILLUSION 02	1	171.00	5182192700557	12/07/2020 03:57:47 PM
AJ019	12/07/2020	28	185625	LK	AD0426930	LA760027648	PC GOLDEN CREAM MASK x5 FG	1	198.00	5182192826143	12/07/2020 03:56:16 PM
AJ019	12/07/2020	28	185625	LK	AD0426930	LA760014997	LA ABS RICHE O O GWP	1	64.00	9778330897906	12/07/2020 03:55:52 PM
AJ019	12/07/2020	28	185625	LK	AD0426930	CALL10	Lala Call & Collect	1	0.00	3150000019497	12/07/2020 03:58:16 PM
MB067	12/07/2020	28	1127167	JC	AS0487043	CALL10	Lala Call & Collect	1	0.00	3150000019497	12/07/2020 12:08:15 PM
MB067	12/07/2020	28	1127167	JC	AS0487043	LA760067494	QUE YOUTH ACT CREAM 50ML	1	145.00	3785808626086	12/07/2020 12:03:42 PM
MB067	12/07/2020	28	1127167	JC	AS0487043	LA760065945	ADV GEN LIGHT PEARL LASHE B20ML /NF	1	117.00	3794985988505	12/07/2020 12:03:51 PM
MB067	12/07/2020	28	1127167	JC	AS0487043	LA760033221	CLEAR B10ML BA SAMPLE	1	0.00	3794986146711	12/07/2020 12:06:36 PM
MB067	12/07/2020	28	1127167	JC	AS0487043	LA760065485	MANUFIQUE SERUM B75ML RENO	1	215.00	3794986254697	12/07/2020 12:08:29 PM
