Store Code	Date	Retail Week	Transaction ID	Agent Code	Customer Code	Line Item ID	Line Item Description	Quantity	Line Item Price	Line barcode	Line creation date
AJ010	06/05/2020	18	170678	BV	BB0350540	LA760028576	GEN RML CR YEUX 15ML	1	122.00	3785809303275	06/05/2020 11:40:48 AM
AJ010	06/05/2020	18	170678	BV	BB0350540	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/05/2020 11:41:09 AM
AJ010	06/05/2020	18	170682	BV	AB0283932	LA760014252	GRANDIOSE (KHOL SET20	1	65.00	3794986730408	06/05/2020 02:46:51 PM
AJ010	06/05/2020	18	170682	BV	AB0283932	LA760060270	GNF 360 Eye Mask ASIA X1 FG	1	18.00	5182192785282	06/05/2020 02:47:25 PM
AJ010	06/05/2020	18	170682	BV	AB0283932	LA760019115	GEN PERF PART VISION CR 50ML MICRO	1	270.00	9778330890655	06/05/2020 02:47:06 PM
AJ010	06/05/2020	18	170682	BV	AB0283932	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/05/2020 02:50:49 PM
AJ010	06/05/2020	18	170683	BV	CZ0144489	LA760058257	MIRACLE Night Cream SP50ML /NP	1	150.00	3305145930860	06/05/2020 03:16:39 PM
AJ010	06/05/2020	18	170683	BV	CZ0144489	LA760075671	GEN PERF PART REN CRM 50ML MICRO	1	285.00	9778330890630	06/05/2020 03:16:11 PM
AJ010	06/05/2020	18	170683	BV	CZ0144489	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/05/2020 03:17:29 PM
AJ019	06/05/2020	18	184840	LK	CI0536160	LA760072568	BLISS L EXTRAIT EYES J5ML TS	1	58.00	3785809719368	06/05/2020 11:51:25 AM
AJ019	06/05/2020	18	184840	LK	CI0536160	LA760020624	IDOL SAMPLING CARD 1.2ML	1	0.00	3794986260903	06/05/2020 11:51:29 AM
AJ019	06/05/2020	18	184840	LK	CI0536160	LA760029756	GEN MDAY BLISS SOFT SET 20	1	435.00	9778330896243	06/05/2020 11:50:53 AM
AJ019	06/05/2020	18	184840	LK	CI0536160	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/05/2020 11:50:20 AM
AJ019	06/05/2020	18	184841	LK	AZ0205721	LA760068333	MANUFIQUE SERUM B7ML TS RENO	1	25.00	3794986254762	06/05/2020 12:08:51 PM
AJ019	06/05/2020	18	184841	LK	AZ0205721	LA760020624	IDOL SAMPLING CARD 1.2ML	1	0.00	3794986260903	06/05/2020 12:08:26 PM
AJ019	06/05/2020	18	184841	LK	AZ0205721	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/05/2020 12:09:38 PM
AJ019	06/05/2020	18	184841	LK	AZ0205721	LA760010976	LATE GEL T125ML	2	64.00	3785807278582	06/05/2020 12:08:02 PM
AJ019	06/05/2020	18	184844	LK	AZ0203986	LA760075218	TRES Night Cream SPRAY 50ML	1	150.00	3305145936658	06/05/2020 02:53:12 PM
AJ019	06/05/2020	18	184844	LK	AZ0203986	LA760020624	IDOL SAMPLING CARD 1.2ML	1	0.00	3794986260903	06/05/2020 02:53:53 PM
AJ019	06/05/2020	18	184844	LK	AZ0203986	LA760061344	ZEN SPF15 CREAM 50ML ROUTINE SET20	1	97.00	3794986613838	06/05/2020 02:53:30 PM
AJ019	06/05/2020	18	184844	LK	AZ0203986	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/05/2020 02:52:57 PM
AJ019	06/05/2020	18	184845	LK	AZ0393850	LA760068333	MANUFIQUE SERUM B7ML TS RENO	1	25.00	3794986254762	06/05/2020 03:59:58 PM
AJ019	06/05/2020	18	184845	LK	AZ0393850	LA760020624	IDOL SAMPLING CARD 1.2ML	1	0.00	3794986260903	06/05/2020 03:59:51 PM
AJ019	06/05/2020	18	184845	LK	AZ0393850	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/05/2020 03:59:19 PM
AJ019	06/05/2020	18	184845	LK	AZ0393850	LA760038456	HYPO WP 001 R18_OS	2	58.00	3794985769916	06/05/2020 03:59:26 PM
AJ019	06/05/2020	18	184847	LK	AH0400581	LA760079847	CONF CR MOUSSE T125ML /NG	1	64.00	3785807281788	06/05/2020 04:12:06 PM
AJ019	06/05/2020	18	184847	LK	AH0400581	LA760072568	BLISS L EXTRAIT EYES J5ML TS	1	58.00	3785809719368	06/05/2020 04:14:41 PM
AJ019	06/05/2020	18	184847	LK	AH0400581	LA760068333	MANUFIQUE SERUM B7ML TS RENO	1	25.00	3794986254762	06/05/2020 04:14:23 PM
AJ019	06/05/2020	18	184847	LK	AH0400581	LA760020624	IDOL SAMPLING CARD 1.2ML	1	0.00	3794986260903	06/05/2020 04:14:31 PM
AJ019	06/05/2020	18	184847	LK	AH0400581	LA760029676	GEN MDAY BLISS BEAUTY GENX 20	1	525.00	9778330896292	06/05/2020 04:12:00 PM
AJ019	06/05/2020	18	184847	LK	AH0400581	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/05/2020 04:11:37 PM
AJ019	06/05/2020	18	184850	LK	BV0560092	LA760072568	BLISS L EXTRAIT EYES J5ML TS	1	58.00	3785809719368	06/05/2020 05:09:35 PM
AJ019	06/05/2020	18	184850	LK	BV0560092	LA760011314	GEN MDAY BLISS RICH SET 20	1	435.00	9778330896268	06/05/2020 05:09:01 PM
AJ019	06/05/2020	18	184850	LK	BV0560092	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/05/2020 05:09:28 PM
AJ014	06/05/2020	18	1150396	JP	CA023097	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/05/2020 03:10:21 PM
AJ014	06/05/2020	18	1150396	JP	CA023097	LA760053691	ROUGE MATTE 295	1	55.00	3794984954996	06/05/2020 03:10:53 PM
AJ014	06/05/2020	18	1150396	JP	CA023097	LA760072648	LA BASE ROSY	1	55.00	3794985279570	06/05/2020 03:10:40 PM
