Store Code	Date	Retail Week	Transaction ID	Agent Code	Customer Code	Line Item ID	Line Item Description	Quantity	Line Item Price	Line barcode	Line creation date
HM047	05/07/2020	27	149152	EN	CO0340816	BE660026765	UV MASTER 30ML BEIGE	1	86.00	3794984840604	05/07/2020 01:31:24 PM
HM047	05/07/2020	27	149152	EN	CO0340816	BE660069507	Beauvoir TO GO 2 B15GR / NF	1	109.00	3794985208250	05/07/2020 01:31:38 PM
HM047	05/07/2020	27	149152	EN	CO0340816	CALL30	Beauvoir Call & Collect	1	0.00	3150000019505	05/07/2020 01:31:47 PM
HM050	05/07/2020	27	159431	KK	CO079414	CALL20	Bacci Call & Collect	1	0.00	3150000019520	05/07/2020 10:43:18 AM
HM050	05/07/2020	27	159431	KK	CO079414	BA660076599	REWIND FOAMING WASH 30ML DLX	1	68.00	3786269162474	05/07/2020 10:44:53 AM
HM050	05/07/2020	27	159431	KK	CO079414	BA660047734	LILLY FLWR TRMT ESSNCE 200ML	1	62.00	3786269313769	05/07/2020 10:39:43 AM
HM050	05/07/2020	27	159431	KK	CO079414	BA660031472	MID RECOVERY CLNSING OIL 40ML DLX	1	32.00	3786269873400	05/07/2020 10:45:04 AM
HM050	05/07/2020	27	159431	KK	CO079414	BA660045308	CDC DRY GENDY OIL 75ML	1	29.00	3786270142290	05/07/2020 10:42:47 AM
HM050	05/07/2020	27	159431	KK	CO079414	BA660016423	CLEAR CORR TRMT WTR GLBL 40ML DLX	1	86.00	3786270218790	05/07/2020 10:45:00 AM
HM050	05/07/2020	27	159431	KK	CO079414	BA660068745	ULTRA FACIAL CREAM 125ML	1	84.00	3786273780239	05/07/2020 10:39:46 AM
HM050	05/07/2020	27	159431	KK	CO079414	BA660022017	REWIND TONER 40ML DLX	1	72.00	3885204449456	05/07/2020 10:44:55 AM
HM050	05/07/2020	27	159449	KK	AW0412467	CALL20	Bacci Call & Collect	1	0.00	3150000019520	05/07/2020 01:48:31 PM
HM050	05/07/2020	27	159449	KK	AW0412467	BA660068745	ULTRA FACIAL CREAM 125ML	1	84.00	3786273780239	05/07/2020 01:47:23 PM
HM050	05/07/2020	27	159449	KK	AW0412467	BA660034326	CALLUS CRM TRTMNT MOISTURIZER 100ML	1	38.00	3885204447352	05/07/2020 01:44:41 PM
HM050	05/07/2020	27	159474	LK	BT0564010	CALL20	Bacci Call & Collect	1	0.00	3150000019520	05/07/2020 05:43:14 PM
HM050	05/07/2020	27	159474	LK	BT0564010	BA660022320	CC DARK SPOT 30ML	1	84.00	3786268712769	05/07/2020 05:43:57 PM
HM050	05/07/2020	27	159474	LK	BT0564010	BA660032140	REWIND TONER 125 ML FG	1	34.00	3885204435340	05/07/2020 05:43:55 PM
AJ041	05/07/2020	27	182165	CK	BM0233848	BE660044258	LAST SILK UV FDT 4 FL30ML/NF	1	100.00	3785797129578	05/07/2020 12:13:18 PM
AJ041	05/07/2020	27	182165	CK	BM0233848	CALL30	Beauvoir Call & Collect	1	0.00	3150000019505	05/07/2020 12:14:31 PM
AJ041	05/07/2020	27	182165	CK	BM0233848	BE660050308	AC RENO DEO STICK 75ML/NF	3	52.00	3528390721302	05/07/2020 12:13:39 PM
HM053	05/07/2020	27	1123696	EN	BP0496992	CALL20	Bacci Call & Collect	1	0.00	3150000019520	05/07/2020 12:56:22 PM
HM053	05/07/2020	27	1123696	EN	BP0496992	BA660033077	ULTRA FACIAL CREAM 7ML DLX	1	51.00	3786268878587	05/07/2020 12:56:34 PM
HM053	05/07/2020	27	1123696	EN	BP0496992	BA660017233	Bacci ULTRA FACIAL BALM 50ML	1	50.00	3786269588365	05/07/2020 12:55:59 PM
AJ027	05/07/2020	27	1124295	LT	AI0319849	CALL20	Bacci Call & Collect	1	0.00	3150000019520	05/07/2020 05:41:03 PM
AJ027	05/07/2020	27	1124295	LT	AI0319849	BA660022597	AGE DEFIER POWER SERUM 75ML	1	73.00	3786269701911	05/07/2020 05:39:31 PM
AJ027	05/07/2020	27	1124295	LT	AI0319849	BA660053902	BH SPOT TRMT RENO 15ML INTL	1	34.00	3786269867356	05/07/2020 05:40:42 PM
AJ027	05/07/2020	27	1124295	LT	AI0319849	BA660021135	LAVENDER HAND CREAM 75ML	1	26.00	3786270028514	05/07/2020 05:41:39 PM
AJ027	05/07/2020	27	1124295	LT	AI0319849	BA660050546	AGE DEFIER CLEANSER 150ML OS	1	44.00	3786270036533	05/07/2020 05:39:36 PM
AJ027	05/07/2020	27	1124295	LT	AI0319849	BA660022017	REWIND TONER 40ML DLX	1	72.00	3885204449456	05/07/2020 05:42:40 PM
AJ027	05/07/2020	27	1124295	LT	AI0319849	BA660040599	Bacci F.FUEL 125ML	1	57.00	3885204455059	05/07/2020 05:39:34 PM
HM055	05/07/2020	27	1124605	AS	CR069086	CALL20	Bacci Call & Collect	1	0.00	3150000019520	05/07/2020 12:39:29 PM
HM055	05/07/2020	27	1124605	AS	CR069086	BA660028968	ULTRA FACIAL CLEANSER 150ML	1	33.00	3786268525402	05/07/2020 12:35:44 PM
HM055	05/07/2020	27	1124605	AS	CR069086	BA660012777	ULTRA FACIAL CLEANSER 30ML	1	70.00	3786268550081	05/07/2020 12:37:48 PM
HM055	05/07/2020	27	1124605	AS	CR069086	BA660022320	CC DARK SPOT 30ML	1	84.00	3786268712769	05/07/2020 12:35:40 PM
HM055	05/07/2020	27	1124605	AS	CR069086	BA660018321	CC SPOT 4ML DLX	1	91.00	3786268712848	05/07/2020 12:37:43 PM
HM055	05/07/2020	27	1124605	AS	CR069086	BA660045370	SUPER MULTI CORRECT CREAM 7ML DLX	1	87.00	3786268995897	05/07/2020 12:38:12 PM
HM055	05/07/2020	27	1124605	AS	CR069086	BA660041161	HI CONC PLMP SMTH HYDRT SRM 50ML	1	95.00	3786269150503	05/07/2020 12:35:11 PM
HM055	05/07/2020	27	1124605	AS	CR069086	BA660017364	AVOCADO MASK 100G	1	68.00	3786270534702	05/07/2020 12:35:35 PM
HM055	05/07/2020	27	1124605	AS	CR069086	BA660061881	AVOCADO MASK 10G DLX	1	48.00	3786270534831	05/07/2020 12:38:04 PM
HM055	05/07/2020	27	1124605	AS	CR069086	BA660074876	CDC WHIP GENDY CREAM 15ML DLX	1	67.00	3786273827191	05/07/2020 12:39:25 PM
HM055	05/07/2020	27	1124605	AS	CR069086	BA660072583	CLEAR CORR MASK x5 INTL	1	62.00	5182192781735	05/07/2020 12:35:38 PM
HM055	05/07/2020	27	1124608	AS	AW0511929	CALL20	Bacci Call & Collect	1	0.00	3150000019520	05/07/2020 12:57:39 PM
HM055	05/07/2020	27	1124608	AS	AW0511929	BA660025049	REWIND TONER 3ML PKT	1	70.00	3786268914644	05/07/2020 12:58:08 PM
HM055	05/07/2020	27	1124608	AS	AW0511929	BA660016391	SUPER MULTI CORRECT CRM 1.7OZ/50ML	1	94.00	3786268995689	05/07/2020 12:48:24 PM
HM055	05/07/2020	27	1124608	AS	AW0511929	BA660046322	REWIND FOAMING WASH 3ML PCKT	1	36.00	3786269162514	05/07/2020 12:58:10 PM
HM055	05/07/2020	27	1124608	AS	AW0511929	BA660071498	LILLY FLWR TRMT ESSNCE 40ML DLX	1	70.00	3786269313849	05/07/2020 12:57:15 PM
HM055	05/07/2020	27	1124608	AS	AW0511929	BA660045308	CDC DRY GENDY OIL 75ML	1	29.00	3786270142290	05/07/2020 12:55:50 PM
HM055	05/07/2020	27	1124608	AS	AW0511929	BA660069836	REWIND WATER CREAM 3ML PKT	1	40.00	3786270590100	05/07/2020 12:58:06 PM
HM055	05/07/2020	27	1124608	AS	AW0511929	BA660035158	PSLRC EYE 3ML DLX	1	74.00	3786270751580	05/07/2020 12:57:21 PM
HM055	05/07/2020	27	1124608	AS	AW0511929	BA660045370	SUPER MULTI CORRECT CREAM 7ML DLX	2	87.00	3786268995897	05/07/2020 12:57:30 PM
HM055	05/07/2020	27	1124617	KD	BH0215938	CALL20	Bacci Call & Collect	1	0.00	3150000019520	05/07/2020 02:09:39 PM
HM055	05/07/2020	27	1124617	KD	BH0215938	BA660054384	UF OIL FREE GEL CRM 125ML	1	84.00	3786268837405	05/07/2020 02:06:45 PM
HM055	05/07/2020	27	1124617	KD	BH0215938	BA660022856	ULTRA FACIAL OIL FREE CLNS 30ML DLX	1	88.00	3786273834747	05/07/2020 02:08:44 PM
HM055	05/07/2020	27	1124617	KD	BH0215938	BA660078200	ULTRA FCL OIL-FREE GEL CRM 7ML DLX	1	65.00	3786273834779	05/07/2020 02:08:58 PM
HM055	05/07/2020	27	1124617	KD	BH0215938	BA660078763	ULTRA FACIAL OIL FREE CLNSR 150ML	1	31.00	3786273834908	05/07/2020 02:06:50 PM
HM055	05/07/2020	27	1124625	KD	BH0215938	CALL20	Bacci Call & Collect	1	0.00	3150000019520	05/07/2020 03:11:57 PM
HM055	05/07/2020	27	1124625	KD	BH0215938	BA660047275	FF EYE FUEL 1.5ML PKT	1	95.00	3786270344129	05/07/2020 03:11:51 PM
HM055	05/07/2020	27	1124625	KD	BH0215938	BA660027660	RARE FIND DEEP PORE CLNS MASQ PKT	1	46.00	3786273790079	05/07/2020 03:11:49 PM
HM055	05/07/2020	27	1124625	KD	BH0215938	BA660040599	Bacci F.FUEL 125ML	1	57.00	3885204455059	05/07/2020 03:11:21 PM
HM055	05/07/2020	27	1124633	AS	BU0248598	CALL20	Bacci Call & Collect	1	0.00	3150000019520	05/07/2020 03:43:58 PM
HM055	05/07/2020	27	1124633	AS	BU0248598	BA660022320	CC DARK SPOT 30ML	1	84.00	3786268712769	05/07/2020 03:42:34 PM
HM055	05/07/2020	27	1124633	AS	BU0248598	BA660018321	CC SPOT 4ML DLX	1	91.00	3786268712848	05/07/2020 03:43:45 PM
HM055	05/07/2020	27	1124633	AS	BU0248598	BA660037972	CC BRTNG SMTHG MST TRMT 50ML INTL	1	73.00	3786269898749	05/07/2020 03:42:31 PM
HM055	05/07/2020	27	1124633	AS	BU0248598	BA660057901	CC BRTNG SMTHG MST TRMT 7ML DLX INT	1	68.00	3786269898789	05/07/2020 03:43:49 PM
HM055	05/07/2020	27	1124633	AS	BU0248598	BA660020570	CLEAR CORR EXFOL CLNSR 30ML DLX	1	92.00	3786270216126	05/07/2020 03:43:55 PM
HM055	05/07/2020	27	1124633	AS	BU0248598	BA660016423	CLEAR CORR TRMT WTR GLBL 40ML DLX	1	86.00	3786270218790	05/07/2020 03:43:51 PM
HM055	05/07/2020	27	1124635	KD	CF057287	CALL20	Bacci Call & Collect	1	0.00	3150000019520	05/07/2020 04:11:43 PM
HM055	05/07/2020	27	1124635	KD	CF057287	BA660042398	SUPER MULTI CORRECT CREAM 3ML PCKT	1	94.00	3786268995857	05/07/2020 04:11:04 PM
HM055	05/07/2020	27	1124635	KD	CF057287	BA660057623	SUPER MULT COR EYE SRM 1.5ML PCKT	1	68.00	3786268997280	05/07/2020 04:11:16 PM
HM055	05/07/2020	27	1124635	KD	CF057287	BA660037573	SUPERBLY DEO 75ML INTL	1	35.00	3786270269031	05/07/2020 04:09:22 PM
HM055	05/07/2020	27	1124635	KD	CF057287	BA660062126	Bacci AVOCADO HYDRATION MASK 5G TUB	1	88.00	3786270725658	05/07/2020 04:10:18 PM
HM055	05/07/2020	27	1124635	KD	CF057287	BA660022408	REWIND TONER - 250ML FG	1	58.00	3885204447287	05/07/2020 04:11:08 PM
HM055	05/07/2020	27	1124636	KD	BH0215938	CALL20	Bacci Call & Collect	1	0.00	3150000019520	05/07/2020 04:21:51 PM
HM055	05/07/2020	27	1124636	KD	BH0215938	BA660063953	BUTTERSTICK SMPL ROSE SPF30 4G INTL	1	27.00	3786270214743	05/07/2020 04:20:14 PM
MB067	05/07/2020	27	1127102	EN	CL024459	CALL10	Lala Call & Collect	1	0.00	3150000019497	05/07/2020 12:12:06 PM
MB067	05/07/2020	27	1127102	EN	CL024459	LA760032489	CONF TONIQUE B400ML /NP-NA	1	90.00	3305145931812	05/07/2020 12:11:53 PM
HM050	06/07/2020	27	159481	LK	AA0339386	CALL20	Bacci Call & Collect	1	0.00	3150000019520	06/07/2020 10:52:10 AM
HM050	06/07/2020	27	159481	LK	AA0339386	BA660041161	HI CONC PLMP SMTH HYDRT SRM 50ML	1	95.00	3786269150503	06/07/2020 10:48:24 AM
HM050	06/07/2020	27	159481	LK	AA0339386	BA660018649	CNTLLA SNSTV CICA BLM 50ML	1	61.00	3786270447104	06/07/2020 10:48:27 AM
HM047	06/07/2020	27	166603	JS	CX0261118	CALL20	Bacci Call & Collect	1	0.00	3150000019520	06/07/2020 04:14:51 PM
HM047	06/07/2020	27	166603	JS	CX0261118	BA660018500	PSLRC EYE 15ML	1	78.00	3786270746537	06/07/2020 04:14:42 PM
HM047	06/07/2020	27	166603	JS	CX0261118	BA660028762	CREME DE CORPS 30ML DLX	1	48.00	3885204439523	06/07/2020 04:15:09 PM
HM047	06/07/2020	27	166603	JS	CX0261118	BA660010369	ULTMT STRGTH HAND SALVE 30ML DLX	1	30.00	3885204443801	06/07/2020 04:15:13 PM
MB088	06/07/2020	27	193024	DD	AK0461252	LA760067080	MIEL EN MOUSSE F/P200ML /NF	1	64.00	3794984927016	06/07/2020 10:50:05 AM
MB088	06/07/2020	27	193024	DD	AK0461252	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/07/2020 10:50:33 AM
MB088	06/07/2020	27	193026	DD	BZ0329063	LA760035331	GEN INTIA ROUGE SHEER 192	1	55.00	3794984997928	06/07/2020 03:12:47 PM
MB088	06/07/2020	27	193026	DD	BZ0329063	LA760077760	LA IDOL O O GWP	1	25.00	9778330897939	06/07/2020 03:13:34 PM
MB088	06/07/2020	27	193026	DD	BZ0329063	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/07/2020 03:13:49 PM
MB088	06/07/2020	27	193028	DD	AI0247348	LA760022524	LVEB Night Cream SP50ML /UK	1	150.00	3785809243406	06/07/2020 04:15:27 PM
MB088	06/07/2020	27	193028	DD	AI0247348	LA760077760	LA IDOL O O GWP	1	25.00	9778330897939	06/07/2020 04:15:50 PM
MB088	06/07/2020	27	193028	DD	AI0247348	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/07/2020 04:15:35 PM
AJ041	06/07/2020	27	194780	KS	CO051519	LA760010976	LATE GEL T125ML	1	64.00	3785807278582	06/07/2020 10:51:21 AM
AJ041	06/07/2020	27	194780	KS	CO051519	LA760037837	LVEB Night Cream SP100ML /UK	1	210.00	3785809950883	06/07/2020 10:51:33 AM
AJ041	06/07/2020	27	194780	KS	CO051519	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/07/2020 10:51:46 AM
AJ041	06/07/2020	27	194784	KS	BV0491589	LA760027617	ABX DAY CREAM J50ML /NG	1	335.00	3785809621272	06/07/2020 03:12:10 PM
AJ041	06/07/2020	27	194784	KS	BV0491589	LA760026276	LA ABS SOFT O O GWP	1	91.00	9778330897899	06/07/2020 03:12:21 PM
AJ041	06/07/2020	27	194784	KS	BV0491589	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/07/2020 03:12:36 PM
AJ041	06/07/2020	27	194785	KS	CA0385476	LA760010976	LATE GEL T125ML	1	64.00	3785807278582	06/07/2020 05:34:08 PM
AJ041	06/07/2020	27	194785	KS	CA0385476	LA760021925	JUMGEN CONFORT 400ML SET20	1	132.00	3794986613767	06/07/2020 05:33:24 PM
AJ041	06/07/2020	27	194785	KS	CA0385476	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/07/2020 05:34:20 PM
AJ041	06/07/2020	27	194787	KS	AO0107334	LA760019004	MANUFIQUE NIGHT CREAM 50ML	1	150.00	3785808690281	06/07/2020 06:14:56 PM
AJ041	06/07/2020	27	194787	KS	AO0107334	LA760040854	GEN PERF PART GEN CREAM 50ML MICRO	1	265.00	9778330890670	06/07/2020 06:15:07 PM
AJ041	06/07/2020	27	194787	KS	AO0107334	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/07/2020 06:16:27 PM
