Store Code	Date	Retail Week	Transaction ID	Agent Code	Customer Code	Line Item ID	Line Item Description	Quantity	Line Item Price	Line barcode	Line creation date
HM055	02/08/2020	31	144267	PK	BG0458590	CALL40	Vu Call & Collect	1	0.00	3150000019512	02/08/2020 02:46:19 PM
HM055	02/08/2020	31	144267	PK	BG0458590	VU860047061	BROW:SWORD C SEAL BROWN	3	25.00	5182192690734	02/08/2020 02:46:23 PM
AJ019	02/08/2020	31	145653	JS	CP0482872	ES690075667	SHOT NIGHT REGENOT T7ML TS	1	53.00	3794985971132	02/08/2020 04:21:04 PM
AJ019	02/08/2020	31	145653	JS	CP0482872	ES690012808	TREND THE SLIM WAND 2020 28 OS	1	62.00	3794986758535	02/08/2020 04:20:58 PM
AJ019	02/08/2020	31	145653	JS	CP0482872	CALL50	ES Call & Collect	1	0.00	3150000019536	02/08/2020 04:22:51 PM
AJ019	02/08/2020	31	181180	TU	AD0287585	ES690029003	ABS OLEO SERUM P/B30ML /NF	1	365.00	3794985650981	02/08/2020 04:17:24 PM
AJ019	02/08/2020	31	181180	TU	AD0287585	CALL10	Lala Call & Collect	1	0.00	3150000019497	02/08/2020 04:18:04 PM
MB080	02/08/2020	31	1234294	AH	CJ0424266	CALL10	Lala Call & Collect	1	0.00	3150000019497	02/08/2020 10:48:33 AM
MB080	02/08/2020	31	1234294	AH	CJ0424266	LA760072003	TMR Night Cream SP50ML /NF	1	103.70	3785809044363	02/08/2020 10:47:55 AM
MB080	02/08/2020	31	1234294	AH	CJ0424266	LA760052093	ABS EXT RITUAL EYES J15ML /NF	1	410.00	3785809719074	02/08/2020 10:47:50 AM
MB080	02/08/2020	31	1234294	AH	CJ0424266	LA760011262	ABS EXT ELIXIR RECH P50ML	1	560.00	3794985425969	02/08/2020 10:47:47 AM
MB080	02/08/2020	31	1234294	AH	CJ0424266	LA760073707	GEN ABS - RECRUITMENT GIFT 2H20	1	73.00	9778330896365	02/08/2020 10:48:18 AM
MB080	02/08/2020	31	1234304	AH	CD0446261	CALL10	Lala Call & Collect	1	0.00	3150000019497	02/08/2020 03:58:17 PM
MB080	02/08/2020	31	1234304	AH	CD0446261	LA760023719	CONFORT GALATEE B/P400ML	1	90.00	3305145931722	02/08/2020 02:42:44 PM
MB080	02/08/2020	31	1234304	AH	CD0446261	LA760052134	DOUCEUR GALATEIS P/B400ML	1	90.00	3785807279709	02/08/2020 02:44:02 PM
MB080	02/08/2020	31	1234304	AH	CD0446261	LA760073836	TEINT VISIONNAIRE 02 P/B30ML FF	1	94.00	3785809332187	02/08/2020 02:42:32 PM
MB080	02/08/2020	31	1234304	AH	CD0446261	LA760074253	ABS CLEANSING OIL-IN-GEL T125ML	1	112.00	3794985266406	02/08/2020 02:42:41 PM
MB080	02/08/2020	31	1234304	AH	CD0446261	LA760057843	PC ROSE ESSENCE F150ML	1	187.00	3794985585357	02/08/2020 02:44:00 PM
MB080	02/08/2020	31	1234304	AH	CD0446261	LA760017200	PC CR YEUX J20ML	1	230.00	3794985651037	02/08/2020 02:44:05 PM
MB080	02/08/2020	31	1234304	AH	CD0446261	LA760024436	PC SERUM YEUX F/P15ML	1	220.00	3794985898823	02/08/2020 02:45:00 PM
MB080	02/08/2020	31	1234304	AH	CD0446261	LA760065485	MANUFIQUE SERUM B75ML RENO	1	215.00	3794986254697	02/08/2020 02:42:37 PM
MB080	02/08/2020	31	1234304	AH	CD0446261	LA760073707	GEN ABS - RECRUITMENT GIFT 2H20	1	73.00	9778330896365	02/08/2020 02:44:41 PM
MB080	02/08/2020	31	1234304	AH	CD0446261	LA760032278	LA TC O O GWP	1	28.00	9778330897795	02/08/2020 02:44:09 PM
HM055	03/08/2020	31	144287	YS	CX0460865	VU860067232	EYELASH CURLER N	1	33.00	5182192418396	03/08/2020 04:38:05 PM
HM055	03/08/2020	31	144287	YS	CX0460865	CALL40	Vu Call & Collect	1	0.00	3150000019512	03/08/2020 04:38:11 PM
AJ010	03/08/2020	31	167762	MD	AD0472082	CALL20	Bacci Call & Collect	1	0.00	3150000019520	03/08/2020 11:01:39 AM
AJ010	03/08/2020	31	167762	MD	AD0472082	BA660018649	CNTLLA SNSTV CICA BLM 50ML	1	61.00	3786270447104	03/08/2020 11:01:09 AM
AJ010	03/08/2020	31	167762	MD	AD0472082	BA660011569	CLS SHV CRM BLUE 5OZ/150ML	1	36.00	3885204435276	03/08/2020 11:01:27 AM
AJ041	03/08/2020	31	195126	FA	BP0291781	LA760055396	NUTR ROYAL GENDY CREAM P200ML	1	95.20	3785806829885	03/08/2020 11:27:02 AM
AJ041	03/08/2020	31	195126	FA	BP0291781	LA760054997	ABS EXT SERUM P/B30ML /NG	1	600.00	3785809973336	03/08/2020 11:26:39 AM
AJ041	03/08/2020	31	195126	FA	BP0291781	LA760011262	ABS EXT ELIXIR RECH P50ML	1	560.00	3794985425969	03/08/2020 11:27:42 AM
AJ041	03/08/2020	31	195126	FA	BP0291781	LA760048976	MANUFIQUE SERUM B115ML	1	305.00	3794986134309	03/08/2020 11:26:06 AM
AJ041	03/08/2020	31	195126	FA	BP0291781	CALL10	Lala Call & Collect	1	0.00	3150000019497	03/08/2020 11:28:19 AM
AJ041	03/08/2020	31	195128	FA	BV097304	LA760027617	ABX DAY CREAM J50ML /NG	1	335.00	3785809621272	03/08/2020 03:30:12 PM
AJ041	03/08/2020	31	195128	FA	BV097304	LA760059823	LA AJSS20 GWP HYD	1	62.00	9778330897397	03/08/2020 03:30:17 PM
AJ041	03/08/2020	31	195128	FA	BV097304	CALL10	Lala Call & Collect	1	0.00	3150000019497	03/08/2020 03:33:20 PM
AJ041	03/08/2020	31	195130	FA	BL0495320	LA760032489	CONF TONIQUE B400ML /NP-NA	1	90.00	3305145931812	03/08/2020 03:53:36 PM
AJ041	03/08/2020	31	195130	FA	BL0495320	LA760055757	BI FACIL EYE B125ML /NG2	1	60.00	3305145931851	03/08/2020 03:53:48 PM
AJ041	03/08/2020	31	195130	FA	BL0495320	LA760031900	BROW DEFINE PENCIL 11	1	51.00	3794985735044	03/08/2020 03:54:44 PM
AJ041	03/08/2020	31	195130	FA	BL0495320	LA760053820	LA AJSS20 GWP REN	1	75.00	9778330897372	03/08/2020 03:54:49 PM
AJ041	03/08/2020	31	195130	FA	BL0495320	CALL10	Lala Call & Collect	1	0.00	3150000019497	03/08/2020 03:55:09 PM
MB067	03/08/2020	31	1127326	JC	CM0209657	CALL10	Lala Call & Collect	1	0.00	3150000019497	03/08/2020 12:44:10 PM
MB067	03/08/2020	31	1127326	JC	CM0209657	LA760033238	NUTR VISAGE T125ML /NF	1	170.00	3305143278310	03/08/2020 12:46:11 PM
MB067	03/08/2020	31	1127326	JC	CM0209657	LA760077760	LA IDOL O O GWP	1	25.00	9778330897939	03/08/2020 12:46:15 PM
AJ010	04/08/2020	31	145399	CK	BV0456094	BE660058486	Beauvoir BLUSH 51 FL3.9ML	1	69.00	3794985490235	04/08/2020 01:58:14 PM
AJ010	04/08/2020	31	145399	CK	BV0456094	BE660073307	EYE TINT RENOVATION 11	1	48.00	3794986144038	04/08/2020 01:58:01 PM
AJ010	04/08/2020	31	145399	CK	BV0456094	CALL30	Beauvoir Call & Collect	1	0.00	3150000019505	04/08/2020 01:58:26 PM
AJ019	04/08/2020	31	185746	LK	CO0343049	LA760011414	ABX EYE CREAM J20ML	1	215.00	3785809620760	04/08/2020 12:34:52 PM
AJ019	04/08/2020	31	185746	LK	CO0343049	LA760059823	LA AJSS20 GWP HYD	1	62.00	9778330897397	04/08/2020 12:35:03 PM
AJ019	04/08/2020	31	185746	LK	CO0343049	CALL10	Lala Call & Collect	1	0.00	3150000019497	04/08/2020 12:35:50 PM
AJ027	04/08/2020	31	1124790	LT	AL044890	CALL20	Bacci Call & Collect	1	0.00	3150000019520	04/08/2020 01:04:23 PM
AJ027	04/08/2020	31	1124790	LT	AL044890	BA660022320	CC DARK SPOT 30ML	1	84.00	3786268712769	04/08/2020 12:59:07 PM
AJ027	04/08/2020	31	1124790	LT	AL044890	BA660020072	CALEND SOOTHING HYDRATION MASQUE-1	1	71.00	3786269882598	04/08/2020 12:59:11 PM
AJ027	04/08/2020	31	1124790	LT	AL044890	BA660021135	LAVENDER HAND CREAM 75ML	1	26.00	3786270028514	04/08/2020 01:00:21 PM
AJ027	04/08/2020	31	1124790	LT	AL044890	BA660020570	CLEAR CORR EXFOL CLNSR 30ML DLX	1	92.00	3786270216126	04/08/2020 01:00:47 PM
AJ027	04/08/2020	31	1124790	LT	AL044890	BA660056912	VITAL SS SUPER SERUM 4ML DLX	1	81.00	3786270869140	04/08/2020 01:01:30 PM
AJ027	04/08/2020	31	1124793	LT	AE0533149	CALL20	Bacci Call & Collect	1	0.00	3150000019520	04/08/2020 05:11:14 PM
AJ027	04/08/2020	31	1124793	LT	AE0533149	BA660033077	ULTRA FACIAL CREAM 7ML DLX	1	51.00	3786268878587	04/08/2020 05:10:54 PM
AJ027	04/08/2020	31	1124793	LT	AE0533149	BA660045370	SUPER MULTI CORRECT CREAM 7ML DLX	1	87.00	3786268995897	04/08/2020 05:11:03 PM
AJ027	04/08/2020	31	1124793	LT	AE0533149	BA660037672	MICRO-BLUR SKN PRFCTR 30ML OS	1	52.00	3786269191356	04/08/2020 03:58:26 PM
AJ027	04/08/2020	31	1124793	LT	AE0533149	BA660021135	LAVENDER HAND CREAM 75ML	1	26.00	3786270028514	04/08/2020 05:11:27 PM
AJ027	04/08/2020	31	1124793	LT	AE0533149	BA660046733	MID RECOV CONC 4ML DLX	1	89.00	3786273806649	04/08/2020 05:10:34 PM
AJ027	04/08/2020	31	1124793	LT	AE0533149	BA660066456	ROSA ARCTICA CREAM DLX 7ML	1	45.00	3786273807767	04/08/2020 05:10:32 PM
AJ027	04/08/2020	31	1124793	LT	AE0533149	BA660011569	CLS SHV CRM BLUE 5OZ/150ML	1	36.00	3885204435276	04/08/2020 12:35:01 PM
AJ027	04/08/2020	31	1124793	LT	AE0533149	BA660060946	ULTMT STRGTH HAND SALVE 150ML	1	40.00	3885204443819	04/08/2020 03:58:30 PM
AJ027	04/08/2020	31	1124793	LT	AE0533149	BA660022408	REWIND TONER - 250ML FG	1	58.00	3885204447287	04/08/2020 04:29:27 PM
AJ027	04/08/2020	31	1124793	LT	AE0533149	BA660040599	Bacci F.FUEL 125ML	1	57.00	3885204455059	04/08/2020 12:32:08 PM
AJ027	04/08/2020	31	1124793	LT	AE0533149	BA660014391	RARE FIND PORE CLNSNG MASQUE 5OZ	2	47.00	3786273790039	04/08/2020 03:58:33 PM
HM055	04/08/2020	31	1125762	KD	BH0215938	CALL20	Bacci Call & Collect	1	0.00	3150000019520	04/08/2020 10:59:55 AM
HM055	04/08/2020	31	1125762	KD	BH0215938	BA660078968	AMINO ACID COND 500ML	1	56.00	3786273806806	04/08/2020 10:59:26 AM
HM055	04/08/2020	31	1125762	KD	BH0215938	BA660079029	AMINO ACID SHAMPOO 500ML	1	56.00	3885204444002	04/08/2020 10:59:44 AM
HM055	04/08/2020	31	1125763	YS	BH0215938	CALL20	Bacci Call & Collect	1	0.00	3150000019520	04/08/2020 11:14:30 AM
HM055	04/08/2020	31	1125763	YS	BH0215938	BA660022320	CC DARK SPOT 30ML	1	84.00	3786268712769	04/08/2020 11:13:26 AM
HM055	04/08/2020	31	1125763	YS	BH0215938	BA660018754	MID REC CNC 15ML O/S	1	44.00	3786269472444	04/08/2020 11:13:35 AM
HM055	04/08/2020	31	1125763	YS	BH0215938	BA660063917	CLEAR CORR EXFOL CLNSR 150ML O/S	3	45.00	3786270216037	04/08/2020 11:13:07 AM
HM055	04/08/2020	31	1125764	YS	CT0104062	CALL20	Bacci Call & Collect	1	0.00	3150000019520	04/08/2020 11:21:21 AM
HM055	04/08/2020	31	1125764	YS	CT0104062	BA660036306	FRESH FACE CLEANSER 500ML	1	58.00	3786268835768	04/08/2020 11:20:15 AM
HM055	04/08/2020	31	1125764	YS	CT0104062	BA660062872	REWIND FOAMING WASH 230ML	1	47.00	3786269162425	04/08/2020 11:19:36 AM
HM055	04/08/2020	31	1125764	YS	CT0104062	BA660022597	AGE DEFIER POWER SERUM 75ML	1	73.00	3786269701911	04/08/2020 11:20:04 AM
HM055	04/08/2020	31	1125764	YS	CT0104062	BA660063917	CLEAR CORR EXFOL CLNSR 150ML O/S	1	45.00	3786270216037	04/08/2020 11:19:41 AM
HM055	04/08/2020	31	1125764	YS	CT0104062	BA660048347	FF NONSHINE LIP BALM .15OZ	2	14.00	3786268548281	04/08/2020 11:20:32 AM
HM055	04/08/2020	31	1125786	KD	BH0215938	CALL20	Bacci Call & Collect	1	0.00	3150000019520	04/08/2020 03:12:38 PM
HM055	04/08/2020	31	1125786	KD	BH0215938	BA660075143	AGE DEFIER EYE REPAIR 14ML	1	47.00	3786269689547	04/08/2020 03:12:30 PM
HM054	05/08/2020	31	142154	MV	BE039187	CALL20	Bacci Call & Collect	1	0.00	3150000019520	05/08/2020 03:15:36 PM
AJ010	05/08/2020	31	167796	MD	BD0153653	CALL20	Bacci Call & Collect	1	0.00	3150000019520	05/08/2020 11:16:21 AM
AJ010	05/08/2020	31	167796	MD	BD0153653	BA660037958	RICE & WHEAT COND 200ML	1	36.00	3786268779251	05/08/2020 11:15:46 AM
AJ010	05/08/2020	31	167796	MD	BD0153653	BA660037907	PRECISION LIFT PORE TIGHT CONC 50ML	1	101.00	3786269285879	05/08/2020 11:15:06 AM
AJ010	05/08/2020	31	167796	MD	BD0153653	BA660012395	PSLRC 50ML	1	105.00	3786270112895	05/08/2020 11:15:02 AM
AJ010	05/08/2020	31	171524	BV	CM0575755	LA760032181	LA AJSS20 GWP GEN	1	89.00	9778330897379	05/08/2020 02:44:03 PM
AJ010	05/08/2020	31	171524	BV	CM0575755	CALL10	Lala Call & Collect	1	0.00	3150000019497	05/08/2020 02:43:36 PM
AJ010	05/08/2020	31	171524	BV	CM0575755	LA760073836	TEINT VISIONNAIRE 02 P/B30ML FF	2	94.00	3785809332187	05/08/2020 02:43:51 PM
AJ019	05/08/2020	31	185750	LK	AU0263083	LA760051169	REN FLASH LIFT LOT 2016 200ML	1	80.00	5182192697948	05/08/2020 11:57:57 AM
AJ019	05/08/2020	31	185750	LK	AU0263083	LA760059823	LA AJSS20 GWP HYD	1	62.00	9778330897397	05/08/2020 11:57:59 AM
AJ019	05/08/2020	31	185750	LK	AU0263083	CALL10	Lala Call & Collect	1	0.00	3150000019497	05/08/2020 11:59:44 AM
AJ019	05/08/2020	31	185753	LK	AI0167841	LA760023719	CONFORT GALATEE B/P400ML	1	90.00	3305145931722	05/08/2020 12:58:42 PM
AJ019	05/08/2020	31	185753	LK	AI0167841	LA760059823	LA AJSS20 GWP HYD	1	62.00	9778330897397	05/08/2020 12:58:57 PM
AJ019	05/08/2020	31	185753	LK	AI0167841	CALL10	Lala Call & Collect	1	0.00	3150000019497	05/08/2020 12:59:47 PM
AJ019	05/08/2020	31	185754	LK	CV0147290	LA760040391	CLEAR SPOT ERASER 30ML FG QD	1	155.00	5182192792807	05/08/2020 01:02:11 PM
AJ019	05/08/2020	31	185754	LK	CV0147290	LA760059823	LA AJSS20 GWP HYD	1	62.00	9778330897397	05/08/2020 01:02:26 PM
AJ019	05/08/2020	31	185754	LK	CV0147290	CALL10	Lala Call & Collect	1	0.00	3150000019497	05/08/2020 01:01:56 PM
AJ027	05/08/2020	31	1124799	LT	BM0370225	CALL20	Bacci Call & Collect	1	0.00	3150000019520	05/08/2020 12:39:28 PM
AJ027	05/08/2020	31	1124799	LT	BM0370225	BA660021135	LAVENDER HAND CREAM 75ML	1	26.00	3786270028514	05/08/2020 12:39:40 PM
AJ027	05/08/2020	31	1124799	LT	BM0370225	BA660033545	CDC DRY GENDY OIL 175ML	1	59.00	3786270142200	05/08/2020 12:34:42 PM
AJ027	05/08/2020	31	1124799	LT	BM0370225	BA660036577	AMINO ACID COND 30ML DLX	1	80.00	3786273752513	05/08/2020 12:39:22 PM
AJ027	05/08/2020	31	1124799	LT	BM0370225	BA660078968	AMINO ACID COND 500ML	1	56.00	3786273806806	05/08/2020 12:34:51 PM
AJ027	05/08/2020	31	1124799	LT	BM0370225	BA660079029	AMINO ACID SHAMPOO 500ML	1	56.00	3885204444002	05/08/2020 12:34:57 PM
MB083	06/08/2020	31	117621	JL	CX0104645	ES690040484	YVR EDT VAPO 80ML COLLEC ES/NP	1	151.00	3533712038897	06/08/2020 12:10:17 PM
MB083	06/08/2020	31	117621	JL	CX0104645	CALL50	ES Call & Collect	1	0.00	3150000019536	06/08/2020 12:11:08 PM
MB083	06/08/2020	31	117623	JL	BH0402122	CALL50	ES Call & Collect	1	0.00	3150000019536	06/08/2020 01:36:13 PM
MB083	06/08/2020	31	117623	JL	BH0402122	ES690077960	ALL HOURS FDT BR45 F25ML	2	89.00	3794986283867	06/08/2020 01:34:31 PM
MB079	06/08/2020	31	135124	JL	BM0255119	LA760045425	HZ GEL CR P50ML/NP/NF	1	92.00	3785809039639	06/08/2020 01:32:52 PM
MB079	06/08/2020	31	135124	JL	BM0255119	LA760049696	GRANDIOSE 01	1	59.00	3785809968415	06/08/2020 01:27:45 PM
MB079	06/08/2020	31	135124	JL	BM0255119	LA760024449	TEINT RENERGIE 260 BIS N  30ML	1	82.00	3786269160665	06/08/2020 01:28:02 PM
MB079	06/08/2020	31	135124	JL	BM0255119	LA760010540	BLSH SUBTL BLUSHING TRES 351	1	61.00	3786270571133	06/08/2020 01:27:30 PM
MB079	06/08/2020	31	135124	JL	BM0255119	LA760015981	ELITE 04 T15ML	1	63.00	3794984519876	06/08/2020 01:31:16 PM
MB079	06/08/2020	31	135124	JL	BM0255119	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/08/2020 01:27:14 PM
MB079	06/08/2020	31	135125	JL	AL0166717	LA760026232	RENERGIE M GLOW CREAM J50ML/GNF1ML	1	168.00	3794985624089	06/08/2020 03:03:54 PM
MB079	06/08/2020	31	135125	JL	AL0166717	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/08/2020 03:04:15 PM
MB076	06/08/2020	31	138383	JP	BV0310496	LA760067839	TRES Night Cream SP30ML /LEG	1	107.00	3305145936650	06/08/2020 11:51:30 AM
MB076	06/08/2020	31	138383	JP	BV0310496	LA760038731	PC SOFT CREAM REFILL J60ML /NF	1	365.00	3794985651245	06/08/2020 11:51:11 AM
MB076	06/08/2020	31	138383	JP	BV0310496	CALL10	Lala Call & Collect	1	0.00	3150000019497	06/08/2020 11:52:43 AM
HM054	06/08/2020	31	142172	MV	AV0386391	CALL20	Bacci Call & Collect	1	0.00	3150000019520	06/08/2020 10:08:33 AM
HM054	06/08/2020	31	142172	MV	AV0386391	BA660022320	CC DARK SPOT 30ML	1	84.00	3786268712769	06/08/2020 10:08:38 AM
HM054	06/08/2020	31	142172	MV	AV0386391	BA660076599	REWIND FOAMING WASH 30ML DLX	1	68.00	3786269162474	06/08/2020 10:10:12 AM
HM054	06/08/2020	31	142172	MV	AV0386391	BA660018136	AGE DEFIER POWER SERUM 3ML PKT	1	92.00	3786269702030	06/08/2020 10:09:49 AM
HM054	06/08/2020	31	142172	MV	AV0386391	BA660037972	CC BRTNG SMTHG MST TRMT 50ML INTL	1	73.00	3786269898749	06/08/2020 10:08:40 AM
HM054	06/08/2020	31	142172	MV	AV0386391	BA660069904	TEXTURIZING CLAY 7ML DLX	1	38.00	3786269918893	06/08/2020 10:09:31 AM
HM054	06/08/2020	31	142172	MV	AV0386391	BA660025350	AGE DEFIER CLEANSER 30ML DLX	1	89.00	3786270036701	06/08/2020 10:09:20 AM
HM054	06/08/2020	31	142172	MV	AV0386391	BA660064544	PSLRC 5ML DLX	1	72.00	3786270113231	06/08/2020 10:10:14 AM
HM054	06/08/2020	31	142172	MV	AV0386391	BA660033545	CDC DRY GENDY OIL 175ML	1	59.00	3786270142200	06/08/2020 10:09:14 AM
HM054	06/08/2020	31	142172	MV	AV0386391	BA660028858	REWIND WATER CREAM 7ML DLX	1	27.00	3786270590060	06/08/2020 10:10:18 AM
HM054	06/08/2020	31	142172	MV	AV0386391	BA660070463	AGE DFNDR GEL MOISTURIZER 5ML DLX	1	32.00	3786270590229	06/08/2020 10:09:40 AM
HM054	06/08/2020	31	142172	MV	AV0386391	BA660022017	REWIND TONER 40ML DLX	1	72.00	3885204449456	06/08/2020 10:10:07 AM
HM054	06/08/2020	31	142176	EN	CE0211758	CALL20	Bacci Call & Collect	1	0.00	3150000019520	06/08/2020 11:55:12 AM
HM054	06/08/2020	31	142176	EN	CE0211758	BA660052480	POWERFUL WRINKLE REDUC EYE CRM 1.5M	1	63.00	3786268883807	06/08/2020 11:52:30 AM
HM054	06/08/2020	31	142176	EN	CE0211758	BA660065639	PSLRC 1.5ML PKT	1	41.00	3786270113281	06/08/2020 11:52:33 AM
HM054	06/08/2020	31	142176	EN	CE0211758	BA660063917	CLEAR CORR EXFOL CLNSR 150ML O/S	1	45.00	3786270216037	06/08/2020 11:51:51 AM
HM054	06/08/2020	31	142176	EN	CE0211758	BA660059503	PURE VITALITY 3ML PKT	1	79.00	3786270619660	06/08/2020 11:53:24 AM
HM054	06/08/2020	31	142182	EN	AQ0370135	CALL20	Bacci Call & Collect	1	0.00	3150000019520	06/08/2020 01:01:16 PM
HM054	06/08/2020	31	142182	EN	AQ0370135	BA660043460	ULTRA FACIAL MASQUE 7ML DLX	1	73.00	3786269019246	06/08/2020 01:00:37 PM
HM054	06/08/2020	31	142182	EN	AQ0370135	BA660057901	CC BRTNG SMTHG MST TRMT 7ML DLX INT	1	68.00	3786269898789	06/08/2020 01:00:52 PM
HM054	06/08/2020	31	142182	EN	AQ0370135	BA660062953	CUCUMBER HERB CLNS 30ML DLX	1	60.00	3786270056340	06/08/2020 01:00:06 PM
HM054	06/08/2020	31	142182	EN	AQ0370135	BA660021405	PSLRC 75ML	1	124.00	3786270112984	06/08/2020 12:55:55 PM
HM054	06/08/2020	31	142182	EN	AQ0370135	BA660025949	CLEAR CORR TRTMNT WTR GLBL 200ML	1	56.00	3786270218711	06/08/2020 12:55:52 PM
HM054	06/08/2020	31	142182	EN	AQ0370135	BA660023983	UV CC CREAM INTL SHD1 SPF50 5ML DLX	1	44.00	3786270238835	06/08/2020 01:00:44 PM
HM054	06/08/2020	31	142182	EN	AQ0370135	BA660018500	PSLRC EYE 15ML	1	78.00	3786270746537	06/08/2020 12:56:03 PM
HM054	06/08/2020	31	142182	EN	AQ0370135	BA660021089	CLEAR CORR EXFOL CLNSR 3ML PKT	2	50.00	3786270216166	06/08/2020 01:00:09 PM
HM054	06/08/2020	31	142191	EN	CT0393669	CALL20	Bacci Call & Collect	1	0.00	3150000019520	06/08/2020 03:07:55 PM
HM054	06/08/2020	31	142191	EN	CT0393669	BA660043460	ULTRA FACIAL MASQUE 7ML DLX	1	73.00	3786269019246	06/08/2020 03:12:27 PM
HM054	06/08/2020	31	142191	EN	CT0393669	BA660041161	HI CONC PLMP SMTH HYDRT SRM 50ML	1	95.00	3786269150503	06/08/2020 03:06:55 PM
HM054	06/08/2020	31	142191	EN	CT0393669	BA660076599	REWIND FOAMING WASH 30ML DLX	1	68.00	3786269162474	06/08/2020 03:12:03 PM
HM054	06/08/2020	31	142191	EN	CT0393669	BA660012395	PSLRC 50ML	1	105.00	3786270112895	06/08/2020 03:07:01 PM
