Store Code	Date	Retail Week	Transaction ID	Agent Code	Customer Code	Line Item ID	Line Item Description	Quantity	Line Item Price	Line barcode	Line creation date
AJ027	10/05/2020	19	1100899	RW	AK093052	ES690052293	HAUTE VARIATION 10T 01/NG/NP	1	125.10	3794983769884	10/05/2020 05:04:15 PM
AJ027	10/05/2020	19	1100899	RW	AK093052	ES690025509	INTENSE LUX Night Cream S90ML FG	1	239.00	3794986544697	10/05/2020 05:04:49 PM
AJ027	10/05/2020	19	1100899	RW	AK093052	CALL50	ES Call & Collect	1	0.00	3150000019536	10/05/2020 05:05:16 PM
AJ027	10/05/2020	19	1100900	RW	BX0374684	ES690054721	VOLUPTE TINT-IN-BALM 4	1	39.90	3794985136701	10/05/2020 05:07:58 PM
AJ027	10/05/2020	19	1100900	RW	BX0374684	ES690029469	SHOT NIGHT REGENOT F30ML MV	1	109.00	3794985970881	10/05/2020 05:08:35 PM
AJ027	10/05/2020	19	1100900	RW	BX0374684	ES690054178	ROUGE PUR HAUTE 85	1	59.00	3794986241879	10/05/2020 05:07:34 PM
AJ027	10/05/2020	19	1100900	RW	BX0374684	ES690031171	ROUGE PUR HAUTE 124 HT 2019 OS	1	59.00	3794986512656	10/05/2020 05:08:21 PM
AJ027	10/05/2020	19	1100900	RW	BX0374684	CALL50	ES Call & Collect	1	0.00	3150000019536	10/05/2020 05:08:50 PM
AJ027	10/05/2020	19	1100902	RW	CQ0598697	ES690046788	MP Night Cream 30ML+MINI RVS N49 S20	1	105.00	3794986687817	10/05/2020 05:13:50 PM
AJ027	10/05/2020	19	1100902	RW	CQ0598697	ES690071121	GEN Night Cream 30ML+MINI TREND N1 S20	1	105.00	3794986687889	10/05/2020 05:13:56 PM
AJ027	10/05/2020	19	1100902	RW	CQ0598697	CALL50	ES Call & Collect	1	0.00	3150000019536	10/05/2020 05:14:29 PM
AJ027	10/05/2020	19	1100904	RW	AH0338685	ES690076224	MON SYDNEY Night Cream V50ML NF	1	165.00	3794984089741	10/05/2020 05:39:07 PM
AJ027	10/05/2020	19	1100904	RW	AH0338685	CALL50	ES Call & Collect	1	0.00	3150000019536	10/05/2020 05:41:15 PM
AJ027	10/05/2020	19	1100904	RW	AH0338685	ES690054721	VOLUPTE TINT-IN-BALM 4	4	39.90	3794985136701	10/05/2020 05:38:07 PM
AJ014	10/05/2020	19	1150460	JP	CU0411945	CALL10	Lala Call & Collect	1	0.00	3150000019497	10/05/2020 06:15:35 PM
AJ014	10/05/2020	19	1150460	JP	CU0411945	LA760029756	GEN MDAY BLISS SOFT SET 20	1	435.00	9778330896243	10/05/2020 06:15:22 PM
AJ041	11/05/2020	19	194221	KS	BQ0315000	LA760054681	GENIFIQ YOUTH ACT CR T5ML ECH/NU	1	31.00	3785808626341	11/05/2020 04:27:05 PM
AJ041	11/05/2020	19	194221	KS	BQ0315000	LA760020624	IDOL SAMPLING CARD 1.2ML	1	0.00	3794986260903	11/05/2020 04:26:59 PM
AJ041	11/05/2020	19	194221	KS	BQ0315000	LA760024818	MANUFIQUE SERUM 50ML ROUTINE SET20	1	165.00	3794986613831	11/05/2020 04:26:36 PM
AJ041	11/05/2020	19	194221	KS	BQ0315000	LA760075671	GEN PERF PART REN CRM 50ML MICRO	1	285.00	9778330890630	11/05/2020 04:25:45 PM
AJ041	11/05/2020	19	194221	KS	BQ0315000	CALL10	Lala Call & Collect	1	0.00	3150000019497	11/05/2020 04:26:47 PM
AJ041	11/05/2020	19	194222	KS	BN0462536	LA760065945	ADV GEN LIGHT PEARL LASHE B20ML /NF	1	117.00	3794985988505	11/05/2020 04:34:53 PM
AJ041	11/05/2020	19	194222	KS	BN0462536	LA760068333	MANUFIQUE SERUM B7ML TS RENO	1	25.00	3794986254762	11/05/2020 04:35:29 PM
AJ041	11/05/2020	19	194222	KS	BN0462536	LA760020624	IDOL SAMPLING CARD 1.2ML	1	0.00	3794986260903	11/05/2020 04:35:31 PM
AJ041	11/05/2020	19	194222	KS	BN0462536	CALL10	Lala Call & Collect	1	0.00	3150000019497	11/05/2020 04:35:21 PM
AJ041	11/05/2020	19	194223	KS	BA0579336	LA760017200	PC CR YEUX J20ML	1	230.00	3794985651037	11/05/2020 05:48:37 PM
AJ041	11/05/2020	19	194223	KS	BA0579336	LA760053862	LA AJAW20 HYDRA GWP	1	73.00	9778330895156	11/05/2020 05:48:50 PM
AJ041	11/05/2020	19	194223	KS	BA0579336	CALL10	Lala Call & Collect	1	0.00	3150000019497	11/05/2020 05:49:30 PM
AJ019	12/05/2020	19	184939	LK	BF0532741	LA760068333	MANUFIQUE SERUM B7ML TS RENO	1	25.00	3794986254762	12/05/2020 01:48:51 PM
AJ019	12/05/2020	19	184939	LK	BF0532741	LA760020624	IDOL SAMPLING CARD 1.2ML	1	0.00	3794986260903	12/05/2020 01:48:46 PM
